SAH_ID;CUS_ID;SAH_TIMESTAMP;STO_ID;SAH_POSNUM;SAH_TRXNUM;SAH_TOTPRODQTY;SAH_DOCTYPE;SAH_PAYMENTTYPE;SAH_TOTPRODAMT;SAH_TOTTAX1AMT;SAH_TOTTAX2AMT
5505;58226;2021-01-02 09:52:13;311;11;5505;7;2;3;43763;8312;0
5506;50072;2021-01-02 10:08:37;102;2;5506;2;2;2;11220;2131;0
5507;68360;2021-01-02 18:27:38;209;8;5507;5;2;2;23252;4415;0
5508;95214;2021-01-02 18:01:32;431;3;5508;4;1;2;40267;7648;0
5509;26230;2021-01-02 17:31:23;69;3;5509;3;1;3;32177;6112;0
5510;76745;2021-01-02 16:52:59;24;3;5510;5;1;2;33358;6335;2313
5511;28989;2021-01-02 19:22:15;158;3;5511;5;2;2;39823;7565;0
5512;81211;2021-01-02 17:21:06;128;10;5512;5;2;1;85994;16336;0
5513;38310;2021-01-02 17:21:51;184;10;5513;6;1;1;82833;15736;0
5514;51990;2021-01-02 14:45:08;207;7;5514;3;1;1;23703;4502;0
5515;18916;2021-01-02 11:46:23;158;8;5515;2;1;1;12203;2317;0
5516;70045;2021-01-02 14:06:05;277;2;5516;2;1;3;82135;15605;0
5517;73858;2021-01-02 10:46:24;284;2;5517;1;2;3;4201;798;0
5518;60505;2021-01-02 17:51:09;12;1;5518;9;1;3;62185;11811;0
5519;70699;2021-01-02 14:26:10;252;3;5519;4;2;1;36414;6916;0
5520;43393;2021-01-02 16:08:10;187;11;5520;6;2;2;52486;9969;0
5521;21632;2021-01-02 15:42:22;264;5;5521;1;2;3;3296;626;0
5522;42722;2021-01-02 20:23:37;287;3;5522;1;1;1;1198;227;0
5523;73733;2021-01-02 12:36:36;85;3;5523;4;2;3;27096;5146;0
5524;74603;2021-01-02 16:36:19;168;5;5524;4;2;1;15626;2967;0
5525;89698;2021-01-02 16:19:49;282;3;5525;2;1;1;10648;2022;0
5526;52619;2021-01-02 10:46:22;147;3;5526;4;1;1;47525;9028;4188
5527;2589;2021-01-02 16:02:41;400;1;5527;4;1;1;14578;2768;0
5528;18003;2021-01-02 15:10:07;53;5;5528;1;1;1;25030;4755;0
5529;31896;2021-01-02 19:30:32;242;4;5529;1;1;1;36726;6977;0
5530;59734;2021-01-02 15:47:45;450;4;5530;2;2;2;15355;2916;0
5531;83803;2021-01-02 19:20:16;150;4;5531;6;1;1;44700;8489;0
5532;59639;2021-01-02 15:31:23;322;7;5532;2;2;1;3040;576;306
5533;46436;2021-01-02 18:41:36;181;3;5533;5;2;2;15986;3035;0
5534;29551;2021-01-02 14:48:21;431;3;5534;9;2;1;59058;11217;0
5535;54263;2021-01-02 17:22:28;435;8;5535;1;1;1;4468;848;0
5536;97251;2021-01-02 14:44:28;380;4;5536;5;1;1;29610;5622;0
5537;95519;2021-01-02 19:10:13;384;4;5537;3;1;3;22822;4335;0
5538;25066;2021-01-02 09:14:18;55;3;5538;2;1;3;11995;2278;0
5539;86094;2021-01-02 18:29:30;53;6;5539;6;2;1;40383;7670;0
5540;13291;2021-01-02 14:57:38;258;1;5540;1;1;1;826;156;0
5541;93782;2021-01-02 08:41:45;323;2;5541;1;1;1;13956;2651;0
5542;44918;2021-01-02 19:35:29;45;1;5542;6;1;1;35328;6710;0
5543;72346;2021-01-02 16:27:44;258;3;5543;4;2;3;11024;2093;0
5544;76815;2021-01-02 10:50:18;174;3;5544;3;2;3;11445;2173;0
5545;46942;2021-01-02 12:51:20;109;2;5545;3;1;1;32874;6244;0
5546;11243;2021-01-02 12:36:21;112;2;5546;3;1;1;6173;1172;0
5547;90988;2021-01-02 20:44:04;409;11;5547;5;2;3;32514;6175;358
5548;47495;2021-01-02 08:38:26;362;3;5548;3;2;2;13949;2649;0
5549;36955;2021-01-02 10:21:23;472;1;5549;4;1;1;41071;7801;0
5550;60377;2021-01-02 14:19:16;338;9;5550;5;2;1;47544;9031;0
5551;7333;2021-01-02 12:55:55;217;7;5551;3;2;2;35163;6680;2622
5552;26560;2021-01-02 15:07:12;458;2;5552;7;2;1;18953;3598;0
5553;27914;2021-01-02 16:26:56;291;5;5553;3;2;3;35136;6674;0
5554;64709;2021-01-02 15:34:10;41;1;5554;2;2;1;15672;2976;0
5555;81693;2021-01-02 08:42:22;285;3;5555;2;1;2;2211;419;0
5556;48155;2021-01-02 09:42:45;84;6;5556;5;1;2;20420;3877;0
5557;8702;2021-01-02 13:28:50;326;5;5557;5;2;2;29442;5593;1944
5558;19605;2021-01-02 17:08:13;380;2;5558;5;2;1;41619;7905;1301
5559;53326;2021-01-02 21:28:32;494;2;5559;4;1;1;41716;7924;0
5560;23172;2021-01-02 10:56:37;181;2;5560;2;2;3;11861;2253;0
5561;12603;2021-01-02 08:46:13;73;2;5561;2;1;2;30793;5850;4551
5562;46723;2021-01-02 19:55:18;96;4;5562;3;1;3;25256;4797;0
5563;19800;2021-01-02 16:27:30;477;2;5563;2;1;2;34254;6507;0
5564;91397;2021-01-02 16:07:50;411;2;5564;5;2;2;58079;11031;0
5565;56820;2021-01-02 18:17:17;251;1;5565;6;2;3;54535;10358;0
5566;97907;2021-01-02 11:18:55;115;3;5566;4;2;1;34137;6484;1119
5567;40857;2021-01-02 14:31:15;242;3;5567;3;1;3;41887;7958;0
5568;84128;2021-01-02 10:04:43;317;1;5568;1;1;3;27052;5139;0
5569;89425;2021-01-02 09:46:21;278;2;5569;2;2;3;10168;1931;0
5570;39093;2021-01-02 13:08:02;274;3;5570;1;2;2;12154;2309;0
5571;75799;2021-01-02 13:55:30;238;2;5571;3;2;2;29472;5598;0
5572;32527;2021-01-02 13:30:11;150;11;5572;2;1;3;5038;956;0
5573;83568;2021-01-02 16:09:20;205;7;5573;2;1;3;43904;8341;0
5574;92239;2021-01-02 20:54:18;384;4;5574;5;1;2;9325;1769;0
5575;15028;2021-01-02 19:40:30;146;4;5575;2;1;3;13319;2529;0
5576;60303;2021-01-02 18:26:14;102;6;5576;6;1;3;36455;6923;130
5577;77464;2021-01-02 19:00:55;94;3;5577;2;1;2;15769;2996;0
5578;37382;2021-01-02 15:56:27;236;8;5578;4;1;1;53096;10087;0
5579;82586;2021-01-02 12:30:36;473;3;5579;6;1;1;56868;10803;0
5580;64352;2021-01-02 09:00:35;393;3;5580;5;1;2;91195;17325;0
5581;76971;2021-01-02 16:38:18;30;3;5581;1;2;2;3429;651;0
5582;88654;2021-01-02 19:29:14;130;1;5582;2;2;2;8449;1604;0
5583;6260;2021-01-02 13:14:57;57;4;5583;5;1;1;43127;8192;0
5584;13664;2021-01-02 16:09:27;99;2;5584;1;1;3;22188;4215;0
5585;7983;2021-01-02 14:49:45;469;1;5585;2;2;3;15793;2999;0
5586;25507;2021-01-02 21:17:19;188;9;5586;5;1;2;55096;10466;432
5587;19304;2021-01-02 18:56:06;275;1;5587;2;1;3;27730;5268;0
5588;1553;2021-01-02 21:12:04;316;2;5588;5;2;2;40058;7609;0
5589;33536;2021-01-02 18:53:20;18;8;5589;7;1;3;56733;10776;2525
5590;83627;2021-01-02 15:35:17;496;2;5590;7;2;2;44529;8457;3779
5591;33150;2021-01-02 17:58:14;65;7;5591;7;2;3;73982;14053;254
5592;72170;2021-01-02 16:00:49;349;8;5592;1;2;3;3760;714;0
5593;30222;2021-01-02 14:44:13;396;4;5593;2;1;1;15029;2855;0
5594;46548;2021-01-02 20:12:56;43;4;5594;3;2;1;37134;7054;0
5595;7331;2021-01-02 18:02:13;113;6;5595;4;1;3;32899;6248;0
5596;11198;2021-01-02 17:51:11;344;2;5596;2;2;2;14864;2823;101
5597;73052;2021-01-02 10:19:44;316;9;5597;1;1;1;218;41;0
5598;94970;2021-01-02 13:13:17;135;3;5598;5;2;3;40186;7633;0
5599;33844;2021-01-02 12:19:36;87;2;5599;4;1;3;16361;3107;0
5600;82840;2021-01-02 19:53:53;162;10;5600;3;1;3;20020;3802;0
5601;31863;2021-01-02 18:30:17;380;4;5601;2;2;2;34299;6515;0
5602;63785;2021-01-02 09:00:01;122;6;5602;7;2;2;41258;7835;1663
5603;11809;2021-01-02 09:38:17;476;3;5603;3;1;2;6285;1192;0
5604;94639;2021-01-02 09:53:56;48;11;5604;4;1;1;27064;5141;151
5605;53419;2021-01-02 09:29:17;459;2;5605;3;1;2;21872;4154;0
5606;60002;2021-01-02 11:08:17;110;4;5606;2;1;3;12942;2458;0
5607;70096;2021-01-02 19:19:50;148;1;5607;4;1;3;16884;3206;0
5608;23432;2021-01-02 14:28:50;278;8;5608;6;1;2;35547;6752;1264
5609;48138;2021-01-02 09:16:13;273;1;5609;1;2;3;3524;669;0
5610;40997;2021-01-02 19:56:04;354;1;5610;1;1;2;4540;862;0
5611;42370;2021-01-02 10:18:56;381;4;5611;4;2;2;17828;3387;46
5612;90007;2021-01-02 12:48:23;390;1;5612;2;1;3;13877;2636;0
5613;53000;2021-01-02 16:01:09;38;6;5613;3;2;1;21924;4163;0
5614;72978;2021-01-02 13:49:35;214;3;5614;5;2;2;35972;6832;0
5615;94739;2021-01-02 19:36:54;421;1;5615;1;1;3;17946;3409;0
5616;1070;2021-01-02 11:05:23;111;3;5616;2;2;1;15879;3016;0
5617;53354;2021-01-02 17:32:42;157;2;5617;4;2;1;31364;5958;0
5618;53514;2021-01-02 10:22:19;80;1;5618;8;1;1;87893;16695;0
5619;16988;2021-01-02 18:05:59;301;7;5619;4;1;1;50565;9606;0
5620;68705;2021-01-02 19:27:16;433;7;5620;3;2;3;24039;4567;0
5621;70776;2021-01-02 16:35:55;219;3;5621;2;1;1;23069;4382;0
5622;56202;2021-01-02 12:23:17;410;2;5622;6;2;2;72616;13794;0
5623;33736;2021-01-02 16:06:30;128;3;5623;5;2;1;44777;8505;0
5624;10358;2021-01-02 16:49:17;381;2;5624;6;1;1;27522;5227;0
5625;30716;2021-01-02 14:50:29;421;2;5625;1;1;3;988;187;0
5626;6608;2021-01-02 12:09:03;98;4;5626;1;2;2;2299;436;229
5627;51807;2021-01-02 12:37:44;368;6;5627;1;1;3;9216;1751;0
5628;95840;2021-01-02 09:25:31;117;6;5628;2;1;1;3042;577;0
5629;40805;2021-01-02 17:14:40;28;9;5629;6;1;1;19686;3738;0
5630;62001;2021-01-02 13:19:45;305;11;5630;4;1;2;62472;11867;0
5631;98272;2021-01-02 11:09:44;269;2;5631;1;2;1;3204;608;0
5632;62929;2021-01-02 20:56:50;142;7;5632;2;2;1;5437;1033;0
5633;8386;2021-01-02 09:54:16;426;1;5633;1;2;2;2300;437;0
5634;11548;2021-01-02 20:57:51;145;8;5634;3;1;2;21972;4173;0
5635;58644;2021-01-02 17:11:15;233;5;5635;1;2;1;5194;986;0
5636;31082;2021-01-02 18:19:59;240;1;5636;6;2;3;57739;10967;0
5637;85460;2021-01-02 13:49:14;346;7;5637;3;2;1;33112;6289;0
5638;20793;2021-01-02 13:19:05;235;3;5638;1;2;1;6873;1305;0
5639;10630;2021-01-02 15:52:20;447;3;5639;3;1;2;17525;3328;0
5640;69285;2021-01-02 15:57:02;143;2;5640;5;2;2;37562;7133;0
5641;48043;2021-01-02 12:44:19;156;1;5641;3;1;1;15870;3014;0
5642;59911;2021-01-02 09:49:30;440;7;5642;2;2;3;26341;5004;0
5643;15672;2021-01-02 13:47:48;383;6;5643;1;2;1;3382;642;0
5644;83037;2021-01-02 21:22:43;183;7;5644;3;2;2;34391;6532;0
5645;77211;2021-01-02 09:47:02;54;4;5645;5;1;1;93521;17767;0
5646;46023;2021-01-02 16:29:12;349;9;5646;1;1;1;25818;4905;0
5647;12018;2021-01-02 21:10:46;437;2;5647;4;2;1;25464;4836;0
5648;7525;2021-01-02 20:16:48;188;4;5648;2;1;2;10409;1976;0
5649;50679;2021-01-02 14:40:40;392;2;5649;2;2;1;4140;786;0
5650;62188;2021-01-02 15:05:56;463;1;5650;1;1;2;9830;1867;0
5651;13189;2021-01-02 19:16:35;49;4;5651;2;2;1;31976;6074;0
5652;59148;2021-01-02 15:59:20;478;2;5652;4;2;3;34930;6634;0
5653;28145;2021-01-02 14:08:00;216;2;5653;1;2;2;7058;1341;0
5654;8771;2021-01-02 17:20:51;164;3;5654;4;1;1;12763;2423;0
5655;70211;2021-01-02 20:33:43;136;10;5655;2;1;1;12195;2316;0
5656;70390;2021-01-02 16:21:29;122;7;5656;2;2;3;29404;5586;0
5657;86418;2021-01-02 19:24:28;363;9;5657;4;1;1;60613;11514;2446
5658;34363;2021-01-02 17:55:17;137;2;5658;4;1;2;50053;9508;0
5659;64847;2021-01-02 13:33:04;172;2;5659;5;2;1;45549;8652;0
5660;68400;2021-01-02 16:35:21;364;3;5660;3;2;1;19281;3662;0
5661;20619;2021-01-02 10:33:45;204;7;5661;7;1;2;49750;9449;0
5662;79917;2021-01-02 08:56:47;303;11;5662;1;2;2;3632;690;0
5663;86930;2021-01-02 12:43:27;172;2;5663;4;1;3;19582;3718;0
5664;45723;2021-01-02 15:24:12;69;1;5664;3;1;3;6574;1248;0
5665;10791;2021-01-02 18:47:21;328;4;5665;2;1;2;22621;4297;0
5666;24016;2021-01-02 20:13:59;341;2;5666;2;2;3;9332;1772;0
5667;9133;2021-01-02 12:36:52;92;7;5667;5;2;2;32304;6136;0
5668;88085;2021-01-02 12:33:45;45;3;5668;6;1;1;95303;18104;0
5669;40077;2021-01-02 18:38:26;190;2;5669;4;2;3;18326;3481;0
5670;5088;2021-01-02 16:23:42;290;8;5670;5;2;1;76809;14591;0
5671;85136;2021-01-02 08:45:47;484;5;5671;1;1;3;772;146;0
5672;34400;2021-01-02 09:44:09;367;7;5672;1;1;2;6074;1154;0
5673;98384;2021-01-02 13:05:02;26;5;5673;2;2;3;12303;2337;0
5674;88051;2021-01-02 14:20:23;213;3;5674;4;1;1;30592;5810;0
5675;31765;2021-01-02 09:42:09;368;8;5675;5;2;3;40909;7770;555
5676;81922;2021-01-02 09:07:13;163;1;5676;1;2;1;14715;2795;0
5677;68637;2021-01-02 11:33:34;345;3;5677;6;1;3;68678;13045;0
5678;63356;2021-01-02 21:18:01;472;1;5678;4;2;1;25449;4833;0
5679;82875;2021-01-02 15:21:52;326;3;5679;2;1;3;15877;3016;0
5680;77754;2021-01-02 18:43:15;172;2;5680;6;1;1;51342;9752;0
5681;94761;2021-01-02 12:03:59;263;5;5681;2;1;1;38832;7377;0
5682;97352;2021-01-02 16:48:30;71;1;5682;4;2;2;56768;10784;0
5683;99946;2021-01-02 16:57:42;109;3;5683;3;2;3;26022;4943;128
5684;89630;2021-01-02 16:21:13;241;3;5684;2;1;1;7396;1404;0
5685;97945;2021-01-02 17:49:09;317;5;5685;6;2;3;99231;18850;0
5686;47950;2021-01-02 08:41:27;3;3;5686;4;1;3;42301;8035;0
5687;58264;2021-01-02 17:24:08;196;3;5687;4;2;1;19272;3659;0
5688;220;2021-01-02 12:54:19;209;11;5688;4;2;2;40734;7736;0
5689;46656;2021-01-02 13:31:53;4;3;5689;1;1;1;2696;512;0
5690;13732;2021-01-02 12:55:23;92;3;5690;3;2;3;22714;4314;528
5691;15893;2021-01-02 14:40:41;44;1;5691;3;1;1;19607;3724;0
5692;36984;2021-01-02 14:03:04;46;1;5692;3;1;3;20356;3866;0
5693;35017;2021-01-02 14:51:41;488;3;5693;3;2;3;9298;1765;0
5694;94161;2021-01-02 12:40:52;241;9;5694;1;1;1;2139;406;0
5695;70686;2021-01-02 09:03:30;150;11;5695;2;1;3;7945;1508;0
5696;74683;2021-01-02 14:25:15;416;2;5696;2;2;1;14199;2697;0
5697;54596;2021-01-02 11:18:05;380;11;5697;2;2;2;11862;2253;0
5698;96963;2021-01-02 13:45:52;453;5;5698;5;1;1;87323;16589;0
5699;66993;2021-01-02 14:59:05;256;1;5699;3;2;2;3085;585;177
5700;18791;2021-01-02 17:09:42;287;2;5700;4;1;1;38732;7358;277
5701;96482;2021-01-02 09:15:59;284;2;5701;2;1;3;7337;1393;0
5702;33885;2021-01-02 20:15:36;234;3;5702;2;1;1;20063;3811;0
5703;26175;2021-01-02 13:56:55;297;2;5703;1;1;2;1040;197;104
5704;26549;2021-01-02 13:18:33;94;2;5704;3;1;3;19677;3737;0
5705;99749;2021-01-02 19:43:55;106;3;5705;3;2;2;10350;1965;660
5706;11765;2021-01-02 21:15:43;201;5;5706;4;1;1;34133;6484;0
5707;14056;2021-01-02 10:56:03;225;4;5707;3;2;2;36034;6845;0
5708;63198;2021-01-02 20:50:25;493;3;5708;4;2;1;40325;7659;0
5709;48333;2021-01-02 11:24:52;35;5;5709;6;2;1;42886;8146;1050
5710;88077;2021-01-02 16:32:26;462;3;5710;5;2;2;23478;4457;282
5711;28530;2021-01-02 09:34:34;19;2;5711;1;1;2;468;88;0
5712;8936;2021-01-02 14:47:52;252;1;5712;2;2;3;12503;2375;0
5713;55249;2021-01-02 11:25:02;179;3;5713;2;2;3;12215;2320;0
5714;26187;2021-01-02 08:44:49;317;4;5714;6;2;1;68505;13013;1559
5715;13398;2021-01-02 16:59:31;125;6;5715;6;2;3;33845;6427;0
5716;62360;2021-01-02 08:50:45;81;4;5716;4;1;1;53044;10077;0
5717;86366;2021-01-02 19:04:04;439;2;5717;4;2;2;40038;7605;0
5718;40804;2021-01-02 21:10:22;421;4;5718;3;1;1;15255;2897;596
5719;72755;2021-01-02 09:09:51;439;1;5719;5;2;1;43607;8283;0
5720;93033;2021-01-02 09:07:46;434;1;5720;2;1;3;8837;1678;0
5721;46389;2021-01-02 18:55:43;41;3;5721;6;2;1;30097;5716;564
5722;32208;2021-01-02 16:58:59;475;3;5722;1;1;3;14280;2713;0
5723;74262;2021-01-02 13:53:54;205;5;5723;1;2;3;15246;2896;0
5724;9733;2021-01-02 20:41:30;8;4;5724;8;1;1;55694;10579;2505
5725;20953;2021-01-02 11:23:04;222;5;5725;4;1;3;27193;5165;1686
5726;94867;2021-01-02 15:01:39;153;4;5726;3;2;3;50538;9601;0
5727;37201;2021-01-02 12:51:31;92;7;5727;4;1;2;83614;15884;0
5728;86006;2021-01-02 18:27:47;171;3;5728;3;1;2;33487;6361;933
5729;8618;2021-01-02 13:48:32;84;6;5729;1;2;3;5174;983;0
5730;97675;2021-01-02 20:46:54;136;2;5730;3;2;3;39772;7556;0
5731;34856;2021-01-02 14:50:18;57;1;5731;5;1;3;22981;4365;150
5732;24545;2021-01-02 12:56:24;206;2;5732;3;1;3;60063;11411;0
5733;8820;2021-01-02 10:43:33;103;4;5733;4;1;1;28340;5382;916
5734;97116;2021-01-02 12:03:59;461;6;5734;1;1;2;9378;1781;0
5735;19128;2021-01-02 13:36:38;168;8;5735;4;1;1;12912;2452;0
5736;59032;2021-01-02 16:50:11;490;2;5736;2;1;3;25038;4756;0
5737;90862;2021-01-02 13:04:12;407;5;5737;2;2;3;23895;4539;0
5738;66408;2021-01-02 15:13:04;21;7;5738;5;1;1;93505;17764;0
5739;64756;2021-01-02 12:36:40;487;5;5739;3;1;1;54326;10321;726
5740;99942;2021-01-02 21:28:21;14;9;5740;2;2;1;34439;6543;0
5741;24446;2021-01-02 17:25:56;350;1;5741;4;2;1;48065;9130;0
5742;25047;2021-01-02 10:38:49;192;7;5742;4;1;3;37232;7073;0
5743;66770;2021-01-02 18:41:27;142;8;5743;5;1;2;62610;11894;375
5744;66355;2021-01-02 19:50:25;266;1;5744;7;2;1;57248;10875;589
5745;71546;2021-01-02 20:43:58;304;3;5745;5;1;2;42560;8085;0
5746;31420;2021-01-02 17:51:01;278;6;5746;1;2;1;10318;1960;0
5747;5556;2021-01-02 15:38:08;187;2;5747;3;1;3;8469;1608;0
5748;12323;2021-01-02 14:03:29;204;6;5748;1;1;3;22798;4331;0
5749;72640;2021-01-02 12:37:58;141;1;5749;2;1;1;11937;2267;0
5750;49730;2021-01-02 19:07:22;187;1;5750;3;1;1;16951;3219;0
5751;8531;2021-01-02 14:14:57;147;1;5751;6;1;3;24438;4640;0
5752;28623;2021-01-02 19:39:00;401;2;5752;5;1;1;70249;13346;0
5753;11782;2021-01-02 20:28:38;144;2;5753;5;1;1;58597;11131;0
5754;87643;2021-01-02 19:27:12;407;7;5754;1;1;1;2969;564;0
5755;67747;2021-01-02 19:34:34;368;6;5755;5;2;1;29704;5642;0
5756;52248;2021-01-02 16:42:05;125;11;5756;5;2;1;36280;6890;0
5757;70048;2021-01-02 10:21:59;356;2;5757;1;1;1;634;120;0
5758;53076;2021-01-02 11:52:37;437;3;5758;1;2;3;3118;592;0
5759;20831;2021-01-02 10:27:02;392;2;5759;3;1;2;58302;11076;0
5760;24354;2021-01-02 16:20:27;169;3;5760;2;1;1;7130;1353;0
5761;14039;2021-01-02 13:11:46;76;1;5761;1;1;1;2428;461;0
5762;74241;2021-01-02 21:15:26;486;2;5762;1;2;3;44541;8462;0
5763;78126;2021-01-02 14:01:03;118;3;5763;1;1;2;8904;1691;0
5764;45474;2021-01-02 16:07:22;106;1;5764;4;2;2;79355;15076;0
5765;15280;2021-01-02 13:37:20;257;8;5765;1;1;1;4724;897;0
5766;57915;2021-01-02 15:14:13;348;3;5766;4;2;1;23287;4422;67
5767;3095;2021-01-02 15:25:57;351;1;5767;1;1;3;4516;858;0
5768;52700;2021-01-02 10:15:02;387;3;5768;1;1;1;18642;3541;0
5769;46348;2021-01-02 09:47:49;431;3;5769;1;2;3;4276;812;0
5770;35818;2021-01-02 13:55:16;499;5;5770;3;1;3;24401;4635;0
5771;39793;2021-01-02 10:37:33;163;3;5771;2;1;1;6896;1309;0
5772;31071;2021-01-02 15:37:38;257;2;5772;1;2;3;1175;223;0
5773;30458;2021-01-02 14:01:31;202;2;5773;5;2;2;74006;14060;394
5774;22414;2021-01-02 14:54:12;389;4;5774;1;2;2;11128;2114;0
5775;28127;2021-01-02 15:25:46;446;3;5775;5;1;1;45903;8719;0
5776;81165;2021-01-02 15:14:58;276;1;5776;1;2;3;10137;1926;0
5777;35185;2021-01-02 16:39:52;399;1;5777;2;2;1;14588;2771;0
5778;49113;2021-01-02 15:07:31;433;7;5778;2;2;3;22430;4261;0
5779;36736;2021-01-02 10:25:21;207;1;5779;7;1;3;50131;9520;293
5780;26900;2021-01-02 17:33:03;307;3;5780;4;2;2;34642;6580;0
5781;40505;2021-01-02 10:59:05;324;4;5781;2;1;2;7264;1379;0
5782;79641;2021-01-02 18:03:14;76;2;5782;8;2;2;58440;11100;3517
5783;51323;2021-01-02 15:42:44;497;4;5783;7;2;3;44750;8499;0
5784;3995;2021-01-02 19:00:40;23;3;5784;3;1;3;24903;4730;0
5785;15764;2021-01-02 14:15:54;161;2;5785;8;1;3;53060;10076;0
5786;58630;2021-01-02 17:45:03;364;2;5786;6;2;3;33253;6316;0
5787;13848;2021-01-02 20:35:24;221;4;5787;3;2;1;3549;673;0
5788;59785;2021-01-02 09:12:40;238;1;5788;3;1;2;19834;3767;0
5789;40469;2021-01-02 09:14:53;440;2;5789;4;2;2;55201;10486;0
5790;57683;2021-01-02 14:20:36;325;1;5790;6;1;2;62882;11945;1395
5791;79112;2021-01-02 10:14:44;202;3;5791;7;2;2;26416;5016;0
5792;1964;2021-01-02 11:44:22;351;6;5792;3;1;1;3995;758;267
5793;63685;2021-01-02 13:10:20;340;2;5793;3;2;1;25596;4862;0
5794;61915;2021-01-02 15:18:52;417;2;5794;6;1;1;38072;7230;238
5795;26091;2021-01-02 17:05:06;17;7;5795;5;1;3;54807;10411;678
5796;2420;2021-01-02 10:04:55;422;1;5796;1;2;2;6717;1276;0
5797;5591;2021-01-02 14:59:56;99;7;5797;5;1;1;60837;11556;0
5798;77225;2021-01-02 18:32:08;206;2;5798;3;2;1;12595;2391;0
5799;59079;2021-01-02 09:03:39;385;3;5799;2;1;1;15282;2902;939
5800;65031;2021-01-02 17:20:07;400;2;5800;1;2;2;1858;353;0
5801;19552;2021-01-02 09:37:01;219;1;5801;8;1;1;64437;12239;707
5802;23478;2021-01-02 12:49:36;456;3;5802;3;1;3;25147;4776;0
5803;97650;2021-01-02 20:13:04;384;2;5803;8;1;2;112349;21343;0
5804;71644;2021-01-02 10:34:14;426;3;5804;1;1;2;7676;1458;0
5805;12436;2021-01-02 20:12:41;423;3;5805;3;1;1;25551;4853;954
5806;55587;2021-01-02 17:45:00;170;3;5806;2;2;3;4622;877;0
5807;25271;2021-01-02 10:41:32;464;1;5807;1;1;2;3612;686;0
5808;99293;2021-01-02 13:34:27;139;5;5808;1;2;3;5572;1058;0
5809;45905;2021-01-02 14:38:46;109;2;5809;3;1;2;24088;4576;804
5810;91080;2021-01-02 15:18:11;480;3;5810;8;1;3;31346;5950;473
5811;73809;2021-01-02 08:53:23;142;5;5811;1;1;3;6081;1155;0
5812;70586;2021-01-02 20:33:17;215;1;5812;4;2;3;17599;3342;0
5813;29076;2021-01-02 14:42:06;293;3;5813;1;2;3;2193;416;0
5814;31586;2021-01-02 13:44:17;227;3;5814;4;1;1;46649;8861;0
5815;74032;2021-01-02 13:09:04;181;1;5815;5;2;1;18770;3565;133
5816;79676;2021-01-02 14:52:03;197;2;5816;4;1;2;9641;1831;0
5817;97227;2021-01-02 14:58:55;288;2;5817;6;2;1;42608;8094;0
5818;16410;2021-01-02 14:20:17;281;1;5818;6;1;3;43323;8229;1396
5819;59207;2021-01-02 20:17:07;10;4;5819;2;2;2;10526;1999;0
5820;62932;2021-01-02 14:55:50;346;5;5820;3;1;1;18520;3517;411
5821;29022;2021-01-02 10:14:00;39;7;5821;1;2;3;5598;1063;0
5822;14490;2021-01-02 16:45:53;185;2;5822;6;1;1;38002;7218;209
5823;34907;2021-01-02 11:03:29;200;3;5823;3;1;2;15564;2956;0
5824;45944;2021-01-02 11:50:22;262;7;5824;9;2;1;71250;13532;593
5825;90250;2021-01-02 19:48:54;288;1;5825;3;1;1;14860;2821;0
5826;13073;2021-01-02 15:25:52;247;7;5826;1;2;1;4694;891;0
5827;76043;2021-01-02 13:57:04;384;2;5827;5;1;1;14788;2807;0
5828;96592;2021-01-02 10:54:56;454;1;5828;6;2;3;53725;10204;669
5829;98124;2021-01-02 12:30:29;132;3;5829;6;1;1;54398;10332;0
5830;61669;2021-01-02 20:10:37;395;3;5830;2;1;2;7901;1500;205
5831;85656;2021-01-02 18:19:59;19;6;5831;3;1;1;41896;7959;0
5832;66354;2021-01-02 09:39:57;395;3;5832;11;1;2;121423;23063;1229
5833;50860;2021-01-02 11:37:15;192;4;5833;7;2;3;46051;8747;0
5834;75340;2021-01-02 10:40:35;453;6;5834;1;1;3;3016;573;0
5835;37020;2021-01-02 15:30:22;336;3;5835;6;2;1;60628;11517;0
5836;59330;2021-01-02 10:19:03;241;4;5836;3;1;1;9928;1885;0
5837;35303;2021-01-02 18:19:44;191;2;5837;2;1;2;11061;2101;0
5838;73642;2021-01-02 19:06:31;423;4;5838;5;2;1;24229;4601;0
5839;64840;2021-01-02 12:37:41;29;6;5839;8;1;2;62425;11858;0
5840;17512;2021-01-02 08:40:58;251;3;5840;3;2;1;22762;4323;0
5841;33080;2021-01-02 18:16:18;305;5;5841;1;1;1;6349;1206;0
5842;58890;2021-01-02 08:56:51;41;2;5842;2;1;1;16479;3130;898
5843;37644;2021-01-02 09:23:28;195;1;5843;1;2;2;7286;1384;0
5844;31069;2021-01-02 09:39:43;366;4;5844;3;2;3;13977;2654;0
5845;15770;2021-01-02 19:22:12;330;8;5845;5;2;3;27156;5158;0
5846;45667;2021-01-02 21:28:23;473;7;5846;7;2;3;35317;6707;0
5847;47483;2021-01-02 16:29:51;284;1;5847;6;2;3;72473;13765;0
5848;28122;2021-01-02 13:56:54;140;7;5848;4;2;2;29929;5686;0
5849;68783;2021-01-02 13:14:59;317;7;5849;4;1;1;26707;5072;0
5850;16420;2021-01-02 21:12:01;406;1;5850;2;2;3;27030;5135;0
5851;70062;2021-01-02 11:22:46;4;1;5851;4;1;3;54168;10290;0
