NAME;FRECUENCY;MEAN_AGE;GEN
MANUEL ENRIQUE;2019;45,3;M
JOKIN;2018;24,4;M
JUSTINO;2014;65,5;M
JULIO ANTONIO;2010;49,7;M
COSTEL;1999;39,4;M
LUIS JESUS;1996;44,7;M
ABILIO;1994;64,7;M
BALBINO;1992;63,8;M
CARLOS MARIA;1989;48,5;M
IGNACIO JOSE;1973;39,4;M
RAFAEL JOSE;1966;42,8;M
RICARDO JOSE;1966;40,5;M
ANTONIO CARLOS;1963;43,6;M
AMANCIO;1962;61,3;M
PETRU;1961;43,4;M
DONATO;1953;65;M
MOUNIR;1952;28,5;M
MUSTAFA;1952;38;M
ANTONIO JUAN;1951;47,2;M
ZACARIAS;1950;55,4;M
VICTOR JAVIER;1947;35,5;M
FRANCESCO;1946;38,7;M
ANGEL MIGUEL;1930;46,4;M
MARIN;1918;46,8;M
CRESCENCIO;1908;69,1;M
DIEGO FERNANDO;1908;32,1;M
JOSE ROBERTO;1900;44,9;M
VICTORIO;1883;64,6;M
ANGEL DAVID;1882;27;M
ABDELKRIM;1879;41,2;M
TELMO;1873;18,3;M
CARLOS FRANCISCO;1872;41;M
JORGE ENRIQUE;1867;42,2;M
REMIGIO;1866;63,1;M
CARLOS DANIEL;1863;25,9;M
ALFONSO JOSE;1861;40;M
ROI;1860;14;M
ABDERRAHMANE;1859;38,1;M
BUENAVENTURA;1858;61,6;M
PABLO JESUS;1857;32,4;M
FRANCISCO VICENTE;1854;49;M
OUSSAMA;1841;15,2;M
IMAD;1839;19;M
DIMAS;1838;46,8;M
GIUSEPPE;1832;47,7;M
AURELIANO;1827;65,2;M
MARK;1826;21,5;M
IULIAN;1825;36,3;M
OIHAN;1820;7,6;M
FERNANDO JESUS;1816;39,3;M
ANDREA;1814;34,5;M
ILYAS;1814;9;M
JUAN DOMINGO;1809;49,6;M
PABLO MANUEL;1809;32,5;M
ABDELGHANI;1806;35,3;M
PERFECTO;1794;65,5;M
ANTONIO VICENTE;1791;49;M
ABDELMAJID;1785;39,4;M
JESUS JOSE;1783;51,9;M
ABDELALI;1780;33,7;M
ABDELHAK;1777;37;M
ILIAS;1777;10,4;M
JESUS RAMON;1777;48,2;M
ABDOULAYE;1776;35,1;M
DIEGO MANUEL;1775;34,5;M
GIL;1768;47,9;M
MANUEL VICENTE;1766;49,2;M
VASYL;1763;43,2;M
ALVARO JOSE;1762;28,3;M
ROMUALDO;1762;59,5;M
ANTONINO;1761;63,5;M
CARLOS DAVID;1758;29;M
ENRIQUE MANUEL;1758;43,4;M
DANIEL JESUS;1756;27,3;M
JAOUAD;1746;30,8;M
ALEJANDRO MANUEL;1744;27,2;M
PATRICK;1741;32,3;M
AIRAM;1730;17,1;M
LUIS ALFREDO;1728;40,4;M
TIMOTEO;1725;65,8;M
LUIS DAVID;1721;24,7;M
ANDRIY;1719;34,2;M
AMINE;1718;17,2;M
SORIN;1718;37,4;M
JOSE SANTIAGO;1716;49,4;M
JESUS IGNACIO;1715;46,8;M
ANGEL JAVIER;1710;41,4;M
BARTOMEU;1693;39,6;M
GUZMAN;1693;34,2;M
FRANCISCO RAFAEL;1687;43,4;M
JUAN ESTEBAN;1685;33,1;M
CIRILO;1678;67,1;M
ANDRE;1673;26,3;M
EMIL;1671;40;M
FRANCISCO JUAN;1670;48,2;M
MOHAMED AMIN;1669;7,1;M
DEREK;1668;18,2;M
LAURENTINO;1666;66,3;M
COSME;1663;53,8;M
DAN;1661;32,8;M
JESUS CARLOS;1661;46,8;M
AMIR;1660;12,6;M
LUIS RAMON;1660;49,3;M
MANUEL FERNANDO;1655;48,1;M
ANTONIO RAFAEL;1654;44,7;M
ANTHONY;1646;34;M
AUREL;1643;44,2;M
JOSE EUGENIO;1642;50,5;M
KOLDO;1639;29,9;M
DANEL;1636;8,7;M
LUIS ALEJANDRO;1636;30,2;M
IMRAN;1630;16,5;M
JOSE IVAN;1628;32,9;M
MIQUEL ANGEL;1628;34,8;M
JUAN AGUSTIN;1627;51;M
ARIEL;1626;23,6;M
JOSE JORGE;1624;46,5;M
WALTER;1619;46,4;M
GEORGI;1614;35,9;M
FRANCISCO DANIEL;1609;32,4;M
FRANK;1609;38,1;M
ANDRES JESUS;1608;35,8;M
EMETERIO;1607;67;M
DANIEL ALEJANDRO;1604;22,3;M
FERNANDO LUIS;1604;48,5;M
ALFONSO CARLOS;1600;51;M
SOUFIANE;1599;20,3;M
ABDELHAMID;1597;40;M
ILIE;1586;42,7;M
MANUEL ALBERTO;1586;41,9;M
DOROTEO;1584;67,6;M
AMALIO;1583;60,3;M
QUIM;1583;8,7;M
SANTIAGO JOSE;1583;38,8;M
HODEI;1578;10,8;M
MAHAMADOU;1572;28,4;M
LUIS VICENTE;1570;47,7;M
JUAN FELIPE;1568;37,6;M
JUAN MARCOS;1567;38,5;M
SANDRO;1567;21,6;M
JOAN CARLES;1563;42,6;M
JOSE GUILLERMO;1562;44,8;M
ALBERTO MANUEL;1560;38,1;M
MIGUEL MARIA;1555;52,5;M
NIKOLAY;1555;37,7;M
RAFEL;1549;41,9;M
FRANCISCO ANGEL;1548;45,5;M
MANUEL CARLOS;1546;47,7;M
ENRIQUE JAVIER;1545;41,8;M
AMABLE;1542;64,6;M
JESUS LUIS;1540;52,6;M
PABLO JAVIER;1532;32,7;M
JOSE MARIO;1530;45,6;M
ROLANDO;1525;44,9;M
ETHAN;1520;8,4;M
ABDESSAMAD;1518;28,9;M
JOSHUA;1517;20,7;M
LISARDO;1515;56,9;M
EDELMIRO;1514;64,5;M
JOAN JOSEP;1513;44,8;M
PAVEL;1510;36,1;M
MICHEL;1508;35,3;M
MIGUEL JESUS;1503;38,3;M
REYES;1499;54,4;M
JOSE FELIPE;1491;49,7;M
OSCAR JAVIER;1486;37,8;M
SERGIO MANUEL;1485;33,4;M
FRUCTUOSO;1482;66,6;M
JUAN TOMAS;1480;50,3;M
JUAN MARTIN;1476;44,8;M
RAMON JOSE;1473;48,7;M
OUSMANE;1471;34,5;M
JOSE DIEGO;1468;39,7;M
ONOFRE;1467;55;M
KEPA;1466;34,1;M
HERIBERTO;1463;51,4;M
EKAIN;1460;11,1;M
VIKTOR;1459;38,3;M
JOSEP ANTONI;1457;47,2;M
MARCIANO;1454;67,2;M
AMAR;1453;44,3;M
MATEU;1450;27,7;M
FACUNDO;1449;52,9;M
NATALIO;1449;57,6;M
OLEG;1449;39;M
DAVID JOSE;1444;32,9;M
JOSE DAMIAN;1444;42,8;M
ERICK;1443;9,8;M
MARÇAL;1443;18,7;M
CIRIACO;1440;68,1;M
JUAN EMILIO;1438;45,1;M
EVELIO;1433;61,7;M
PAULO;1431;29,4;M
MOUSTAPHA;1429;36,9;M
CRISTOFER;1428;21,7;M
SAMI;1426;13,4;M
JULIO MANUEL;1424;45,2;M
JOSE JAIME;1423;47,3;M
ALBERTO JESUS;1421;35,5;M
SENEN;1417;50,9;M
DENNIS;1415;23,8;M
CATALIN;1413;32,3;M
PAOLO;1411;36,3;M
FERNANDO ANTONIO;1410;44;M
MACARIO;1407;65,9;M
ALBERTO JAVIER;1402;38,8;M
JOSEP ORIOL;1402;38,4;M
JAMES;1401;47,7;M
FREDERIC;1398;45,8;M
DANIEL JOSE;1397;31,5;M
DIEGO ANTONIO;1395;36,1;M
JOSE MARIANO;1394;50,1;M
STEFANO;1392;34,7;M
CALIXTO;1391;62,9;M
AKRAM;1386;9,3;M
XOEL;1385;7,3;M
MANUEL DAVID;1384;32,3;M
ANOUAR;1378;20,3;M
IGNACIO MARIA;1378;49,4;M
ABDELHADI;1374;37,3;M
AMANDO;1373;60,9;M
ANIOL;1370;10,2;M
EL MOSTAFA;1369;42,8;M
UBALDO;1366;59,3;M
GUILLERMO JOSE;1365;34,9;M
JUAN CAMILO;1364;20,4;M
DAVID JESUS;1360;30,5;M
REDA;1359;13,9;M
ANER;1358;8,7;M
JOSE ESTEBAN;1354;47,8;M
CORNEL;1353;42,7;M
SAAD;1352;11,4;M
SALUSTIANO;1352;64,3;M
SERGIO JOSE;1351;31,7;M
RAYCO;1346;27,8;M
ANDRES MANUEL;1344;41,2;M
YOUNESS;1344;24,7;M
JESUS FERNANDO;1340;48;M
JUAN FELIX;1339;50,9;M
BLAI;1326;19,5;M
AMADOU;1318;34,4;M
MIGUEL FRANCISCO;1317;45,9;M
REGINO;1315;61,8;M
FRANCISCO TOMAS;1314;42,8;M
LUIS DANIEL;1313;30,6;M
JOSE LORENZO;1312;49,9;M
ROBERTO JOSE;1310;37,8;M
CHEIKH;1309;39;M
IOSU;1307;28,5;M
SERGIO ANTONIO;1306;35,9;M
SERGEY;1303;42;M
RAMON ANTONIO;1299;49,7;M
JOAQUIN MANUEL;1296;44,4;M
CARLOS FERNANDO;1295;42,2;M
EDUARDO MANUEL;1294;40,9;M
LADISLAO;1294;60,4;M
BORIS;1292;34,8;M
FRANCISCO ANDRES;1291;42,1;M
JOSE VICTOR;1291;46,4;M
JOSEPH;1291;42,5;M
LIAM;1288;7;M
FRANCISCO ALBERTO;1287;40,8;M
JESUS SALVADOR;1287;48,1;M
ISIDRE;1285;58,1;M
JAVIER ANTONIO;1284;39;M
ANTONIO JOAQUIN;1281;43,1;M
JESUS ENRIQUE;1280;41,6;M
MATTEO;1280;20,8;M
YURIY;1279;39,9;M
BOGDAN;1275;30,3;M
LARBI;1275;43,6;M
MYKOLA;1275;43,6;M
PORFIRIO;1275;65,9;M
PATXI;1272;40;M
BRAYAN;1271;10,4;M
ALFONSO JAVIER;1270;40,5;M
FORTUNATO;1270;68,7;M
PEDRO VICENTE;1270;48;M
DIEGO ALEJANDRO;1269;21,5;M
EMILI;1269;54,1;M
PEDRO ENRIQUE;1265;42,4;M
JOAN ANTONI;1260;43,3;M
JOAQUIN JOSE;1254;46,6;M
MANUEL IGNACIO;1253;45,5;M
GERVASIO;1252;63,7;M
EMANUEL;1251;18,9;M
JOSE BERNARDO;1251;50,4;M
VICENTE RAMON;1251;51,3;M
ARON;1249;10,8;M
RUPERTO;1247;62,7;M
NAZARIO;1246;62,1;M
ANGEL RAMON;1244;47,5;M
ANGELO;1242;31,1;M
CASTO;1239;60,6;M
ALEJANDRO JESUS;1238;25,9;M
ATANASIO;1238;63,8;M
JORDAN;1238;19,3;M
JOSE RUBEN;1237;33,9;M
CRISTINO;1236;60,3;M
DAVID MANUEL;1236;30,8;M
MANUEL MIGUEL;1235;47;M
RAFAEL MANUEL;1229;42,6;M
EULALIO;1226;64,2;M
ROMEO;1224;17,3;M
STEVEN;1224;24,1;M
JOSE MARCOS;1223;42,2;M
JORGE JAVIER;1221;34,3;M
MANUEL JAVIER;1221;43,4;M
JESUS VICENTE;1219;48,9;M
ALEJANDRO JAVIER;1216;28,8;M
JAVIER JESUS;1213;34,5;M
CRISTHIAN;1211;17,5;M
CUSTODIO;1209;61,1;M
EDWIN;1209;34,1;M
JUAN ALEJANDRO;1209;29,4;M
ANTONIO ENRIQUE;1205;45,9;M
ENOL;1205;9,8;M
ANDRES JOSE;1202;41;M
MAXIM;1200;18,5;M
PEIO;1193;13,6;M
GARIKOITZ;1192;29,3;M
LUCIAN;1192;36,6;M
VICTOR JESUS;1186;35,1;M
HARITZ;1183;20,1;M
CASTOR;1180;63,3;M
HENRY;1179;39,8;M
JOSE ADRIAN;1179;25,7;M
BELARMINO;1178;65,1;M
DOMINGO JOSE;1178;42,2;M
EMILIO JESUS;1178;39,4;M
INOCENTE;1177;64,9;M
ALFONS;1175;51,1;M
TRISTAN;1175;14,6;M
JAVIER MARIA;1170;46,1;M
LUIS ANDRES;1170;39,3;M
PEDRO IGNACIO;1170;45,9;M
ARAN;1167;6,7;M
EUDALD;1167;27,6;M
ADAMA;1166;32,4;M
RAIMON;1164;35,4;M
REDOUANE;1160;33,8;M
TORCUATO;1160;58,8;M
MIRCEA;1158;44,2;M
MOHAMED AMINE;1154;12,4;M
TELESFORO;1154;66,3;M
ASENSIO;1153;55,9;M
FELICISIMO;1153;67,6;M
REINALDO;1149;49,9;M
ALFRED;1148;48,3;M
PEDRO RAMON;1147;48,3;M
NIZAR;1146;8,8;M
MAGIN;1144;62,2;M
MYKHAYLO;1144;42,7;M
ANTONIO FERNANDO;1140;46,9;M
JORGE MIGUEL;1140;36,5;M
RONALD;1138;45,8;M
ABDELHAFID;1137;37,6;M
MARIO ALBERTO;1135;35,2;M
SIMEON;1131;56,7;M
ANGEL GABRIEL;1130;31,9;M
JORGE ANDRES;1130;31,8;M
OTMAN;1128;23,3;M
JAVIER IGNACIO;1125;43,2;M
RAFAEL FRANCISCO;1125;46;M
DAVID ALEJANDRO;1124;22,6;M
ANASS;1123;14,1;M
AYOZE;1122;24,5;M
DANUT;1117;40,1;M
EFRAIN;1114;35,4;M
ANDREY;1112;33,7;M
SILVINO;1111;65,9;M
VICENTE ANTONIO;1111;50,2;M
NAIM;1108;11,3;M
TORIBIO;1107;66,2;M
ABDUL;1106;36,9;M
PEDRO ALBERTO;1106;41,3;M
PABLO LUIS;1105;40,6;M
EDMUNDO;1104;59,2;M
YASSIR;1099;10,4;M
RAMON MARIA;1098;53,8;M
FRANCISCO JOAQUIN;1097;42,8;M
LIVIU;1094;40,8;M
EMILIO MANUEL;1093;42,8;M
RICARDO MANUEL;1093;41,3;M
JEAN PIERRE;1091;38,1;M
JOAQUIN ANTONIO;1091;47,7;M
JUAN LORENZO;1090;49,9;M
VICTOR MIGUEL;1088;37,4;M
FRANCISCO CARLOS;1086;45,3;M
HECTOR MANUEL;1082;32,8;M
NAUZET;1082;18,5;M
SOUFIAN;1081;16,4;M
URIEL;1081;11,4;M
ABDELHAKIM;1079;33;M
DIMITAR;1079;38,1;M
JAVIER JOSE;1079;37,4;M
ALLAL;1074;46,1;M
MILOUD;1074;41,9;M
OSCAR JOSE;1074;39,2;M
PEDRO DAVID;1074;30,9;M
ADNAN;1073;20,7;M
CRUZ;1071;60,9;M
JORGE JOSE;1068;39,3;M
VICTOR ANTONIO;1063;37,5;M
ATILANO;1061;66,2;M
ISSAM;1059;21,4;M
FELIX MANUEL;1058;45,4;M
DAVID ANTONIO;1056;33,6;M
MARIO JOSE;1056;37,7;M
PABLO ANDRES;1055;31,5;M
ANDREAS;1054;37,5;M
PEPE;1053;8;M
WILSON;1053;39,3;M
VICENTE JESUS;1051;44,1;M
MIHAIL;1049;38,6;M
VICENTE LUIS;1048;51,5;M
ALFONSO MANUEL;1047;40,5;M
JOSE CARMELO;1047;50,6;M
JOSEBA ANDONI;1046;45,4;M
IHOR;1042;41,5;M
RAFAEL CARLOS;1040;42,6;M
URTZI;1036;21,6;M
MEHDI;1033;24,4;M
JORGE EDUARDO;1030;40,6;M
CARLOS GUSTAVO;1028;38,4;M
JOSE OSCAR;1026;43,6;M
REDOUAN;1026;32,3;M
MANUEL ANDRES;1022;45,1;M
EUGEN;1021;43,3;M
FRANCISCO ALEJANDRO;1021;33,3;M
LEOCADIO;1021;62,3;M
DOMINGO ANTONIO;1020;53,3;M
CIRO;1017;31,4;M
MASSIMO;1017;37,8;M
DANIEL ANTONIO;1016;32,9;M
JAIME JOSE;1016;41,3;M
TIAGO;1011;11,3;M
ALVARO JESUS;1010;26,9;M
MOUAD;1010;13,7;M
ENRIQUE JESUS;1009;40,5;M
MIGUEL ALEJANDRO;1007;26,8;M
MUSA;1005;27,2;M
SALIM;1002;20,2;M
OUMAR;996;34,6;M
ABDON;994;55,8;M
HAKIM;994;31;M
JOSE AURELIO;993;51,7;M
JOSE ARTURO;992;48,8;M
PETRE;992;45,8;M
YASIN;991;12,5;M
EDUARDO ANTONIO;989;42;M
OSCAR DAVID;989;31,7;M
CONSTANCIO;986;68,5;M
JORGE DAVID;986;30;M
ANDREW;985;34,4;M
JESUS DANIEL;984;32,7;M
IVAN JOSE;983;29,7;M
ALVAR;982;22,1;M
CASIANO;981;62,8;M
ALFREDO JOSE;980;43,1;M
ELIO;978;35,9;M
JENARO;977;63,4;M
MAIKEL;975;19,1;M
FERNANDO MARIA;974;49,1;M
JOFRE;973;15,4;M
ANTONIO ALBERTO;971;41,5;M
EDUARDO JAVIER;970;38,1;M
KHALIL;968;31,3;M
CARLOS ALFONSO;967;43,5;M
FELIX ANGEL;967;50,4;M
JUAN CRISTOBAL;967;42,1;M
VICENTE MIGUEL;967;48,5;M
FELIX JOSE;966;47,7;M
MODOU;965;38,2;M
ERLANTZ;963;18,4;M
FRANCISCO ENRIQUE;962;45,6;M
QUINTIN;962;61,6;M
JUAN EDUARDO;960;40,4;M
AMETS;959;5,6;M
MILLAN;959;44,8;M
HAFID;957;36,8;M
ARATZ;956;11,2;M
BADR;955;16,1;M
VALERIO;954;47,9;M
RAFAEL LUIS;952;47,2;M
DAMIA;950;27,6;M
OSKAR;944;32,6;M
NOUR EDDINE;943;37,6;M
YONATAN;942;26,7;M
JHON JAIRO;941;35,5;M
MICHAEL JOHN;941;62;M
MICHELE;941;38,6;M
SAMBA;941;37;M
JHONATAN;938;22,3;M
JOAQUIN MARIA;935;51,9;M
JAVIER ALEJANDRO;934;27,7;M
ZEUS;933;19;M
HASSANE;932;40,3;M
CIPRIAN;931;33;M
ANGEL ALBERTO;930;40,9;M
JORGE FRANCISCO;930;38,4;M
JUSTINIANO;930;65,6;M
ALEXANDRO;929;17,4;M
DMYTRO;929;31,5;M
FRANCISCO MARIA;929;49,8;M
SERHIY;929;39,4;M
RUSLAN;926;32,7;M
AIMAN;925;9,2;M
DAVIDE;924;33,4;M
JEREMY;924;13,2;M
JUAN SANTIAGO;924;49,5;M
ORENCIO;923;66,8;M
RAMON JESUS;923;42,6;M
LAMINE;921;33,5;M
TAREK;921;22,3;M
ABDOU;920;37,8;M
VICTOR DANIEL;920;31;M
JOSEP RAMON;917;47;M
YASSER;916;10,7;M
TEODOR;913;39,2;M
GRACIANO;911;64,5;M
FRANCO;909;47,3;M
LUIS GABRIEL;909;35,1;M
ABDERRAZAK;908;36,2;M
ENAITZ;908;7,8;M
JORGE CARLOS;907;41,3;M
TIRSO;905;46,8;M
MARCELIANO;902;66,7;M
FERNANDO MIGUEL;901;40,5;M
MORAD;900;23,5;M
MANEX;898;11,4;M
JORGE DANIEL;896;33,3;M
MIGUEL LUIS;896;50,2;M
RAFAEL MARIA;894;44,8;M
CESAR MANUEL;893;43,6;M
EL MUSTAPHA;893;39,7;M
SALVATORE;893;45,8;M
ENRIQUE ANTONIO;891;46,1;M
RICARDO ANTONIO;891;42,2;M
FRANCISCO FERNANDO;887;47,4;M
GRIGORE;886;43,5;M
ALVARO MANUEL;885;27,6;M
DANIELE;885;33,9;M
KENNETH;885;43,4;M
NAHUEL;885;10,1;M
AHMAD;884;31,3;M
NICO;883;6,7;M
ANTONIO DANIEL;882;31,6;M
FILIBERTO;882;60,6;M
BAKARY;881;34,8;M
EDUARDO JESUS;881;38;M
JUAN JULIAN;881;53,7;M
RESTITUTO;880;68,8;M
JOAN MANUEL;879;36,3;M
JOAN RAMON;879;45,4;M
MANUEL ALFONSO;876;46,3;M
PEDRO ANDRES;876;42,4;M
SOULEYMANE;874;33,4;M
RAMON MANUEL;872;49,6;M
STEPHEN;871;49,4;M
CARLOS ARTURO;869;42,8;M
JOSE NICOLAS;869;43,5;M
DAVID JOHN;868;60,1;M
SEVERO;867;63,4;M
MBAREK;865;43;M
SANTIAGO MANUEL;864;42,5;M
NADIR;863;14,6;M
CARLO;859;31,7;M
MARCOS JOSE;859;33,2;M
LUIS GUILLERMO;858;40,8;M
BACHIR;856;42,2;M
EL BACHIR;856;41,3;M
JORGE ALEJANDRO;856;31,2;M
MOHAMED ALI;856;20,5;M
CRISTOPHER;855;19,2;M
PIO;855;64,6;M
FROILAN;853;56,1;M
MHAMMED;853;43,7;M
ALEXEY;852;33,7;M
JAVIER FRANCISCO;852;42,7;M
RUYMAN;852;29,2;M
BOSCO;850;9,3;M
FELIX ANTONIO;850;47,8;M
IVAN JESUS;850;28,2;M
JEREMIAS;850;43,8;M
RAMON LUIS;847;51,6;M
ALBERTO CARLOS;846;38,2;M
LOIS;846;10,3;M
RICARDO JAVIER;845;40,5;M
POLICARPO;844;65,1;M
CESAR ANTONIO;843;40,6;M
ADELINO;841;62,2;M
CRISTIAN DAVID;840;19,4;M
JAIME ANTONIO;839;45;M
LUKAS;839;12,3;M
AYTHAMI;838;18,8;M
FRANCISCO JULIAN;835;43,2;M
OSCAR ANTONIO;835;38,2;M
GERONIMO;833;51,5;M
EUTIMIO;832;68,1;M
JOSE FERMIN;830;51,4;M
OVIDIU;830;35,8;M
PABLO MIGUEL;830;32,4;M
RENATO;829;43,8;M
VICENTE JUAN;829;50;M
JUAN BOSCO;827;37,4;M
MIGUEL MANUEL;827;44,2;M
XIAN;827;9;M
ANGEL CARLOS;826;47,8;M
BOUBACAR;826;33,9;M
JUAN GUILLERMO;824;41;M
PEDRO JOAQUIN;824;45,6;M
CARLOS ALEJANDRO;822;30,1;M
GABRIEL ANGEL;822;43,1;M
LAURENTIU;822;36,1;M
LUIGI;822;45,4;M
MANUEL JOAQUIN;822;48,4;M
AINGERU;821;20,3;M
JOHN JAIRO;820;37,4;M
IGNACIO MANUEL;817;39,5;M
LUKA;817;7,1;M
ALFONSO JESUS;816;37,5;M
MAGI;816;38,4;M
MAXIMIANO;816;64,3;M
NEIZAN;816;2,9;M
VICENTE FRANCISCO;816;50,5;M
FAISAL;815;28,6;M
CARLOS VICENTE;814;43,7;M
RADU;814;39,1;M
AITZOL;813;20,9;M
ELEAZAR;812;28;M
SILVIO;812;48,1;M
ANGEL DANIEL;811;28;M
MOSTAPHA;809;40,2;M
NEFTALI;809;38,1;M
NICOMEDES;809;64,3;M
VITALIY;809;34,7;M
ANGEL VICENTE;808;48,6;M
DIEGO MIGUEL;808;37,8;M
ENMANUEL;808;23;M
JEAN CARLOS;808;19,7;M
JESUS ANDRES;807;43;M
IOSIF;806;41,6;M
JOSE ARMANDO;806;41,5;M
OSCAR JESUS;806;36,7;M
MARIANO JOSE;804;45,2;M
JAGOBA;803;26,1;M
PETRICA;803;37,8;M
MANOLO;801;45,4;M
JULIA;798;32;M
GENEROSO;797;65,8;M
ANGEL FERNANDO;796;46;M
JOSE ALVARO;793;38,6;M
MARWAN;792;9,9;M
ALEJANDRO ANTONIO;788;31;M
MANUEL REYES;787;48,2;M
DANI;786;8,3;M
JOAN MARC;786;24,4;M
ANTONIO GABRIEL;785;35,7;M
JOAN MARIA;784;54,3;M
DOREL;781;44;M
OSAMA;781;11,2;M
IGNACIO JESUS;779;39,7;M
JOSE ERNESTO;779;45;M
AMARO;777;42,7;M
EÑAUT;777;14,5;M
OLEH;777;37;M
VALENTI;777;50;M
ANTONIO ANDRES;776;44,1;M
NICUSOR;776;36,8;M
JOSE AUGUSTO;775;46,1;M
MANUEL JUAN;775;49,9;M
JOAN MIQUEL;773;35,2;M
LUIS SANTIAGO;773;45,7;M
CRISANTO;772;61;M
LUIS GONZALO;771;45,5;M
EUFRASIO;770;61,5;M
ALBERTO ANTONIO;769;39,7;M
EUGENI;769;46,2;M
JAVIER ANGEL;768;44,9;M
JOSEBA IÑAKI;768;49;M
ARMAND;767;29,7;M
EDWARD;767;42;M
PEDRO ALFONSO;767;43,8;M
JOSE CRISTOBAL;765;43,6;M
ANTONIO PEDRO;764;50;M
NICOLA;763;33,4;M
SERGIO DAVID;761;28,2;M
TEODOMIRO;761;65,3;M
APOLINAR;760;64,1;M
JOAO;759;43,2;M
MOHAMED REDA;759;12,3;M
SEGISMUNDO;759;62,2;M
CARLOS ALFREDO;758;37,4;M
CLAUDIU;758;32,6;M
DOMINGO JESUS;758;40,1;M
SALVADOR JOSE;758;43,7;M
JOSE ROMAN;756;47,7;M
JULIAN ANDRES;756;28,9;M
JOAN FRANCESC;755;39,2;M
EL HASSANE;754;45;M
GALO;754;50,7;M
NATANAEL;753;20,9;M
AISSA;752;36,8;M
ANDY;751;15;M
JOSE ADOLFO;751;50,8;M
DANIEL ALBERTO;750;35,6;M
DOMENEC;750;52,5;M
JAWAD;749;24,3;M
ANGEL ANDRES;748;42,1;M
PEDRO CARLOS;747;44,9;M
DIEGO FRANCISCO;746;36,7;M
ZIGOR;746;34,6;M
GALDER;745;17,7;M
CARLOS IGNACIO;743;41,1;M
JUAN RICARDO;741;45,5;M
MARTIN JOSE;741;49;M
OSWALDO;741;45,9;M
ALDO;739;34,5;M
PABLO DANIEL;739;31,3;M
KRASIMIR;738;38,9;M
ISSA;737;31,8;M
JOSE ELIAS;736;47,6;M
JOSE ISMAEL;736;39;M
SERGIO JESUS;736;31;M
PEDRO DANIEL;735;32,3;M
ABDELMALEK;734;39,5;M
ADEL;734;29,4;M
ANGEL CUSTODIO;734;49,7;M
ANTONIO ALEJANDRO;734;34,4;M
ROBERTO ANTONIO;733;41,5;M
YAROSLAV;731;38,4;M
KAI;730;16,4;M
PABLO FRANCISCO;730;37,9;M
IVO;729;31,2;M
ANWAR;728;12,6;M
HECTOR JOSE;728;33,1;M
LUIS EMILIO;728;46,5;M
TEODOSIO;728;67,6;M
ADRIEL;727;7,9;M
MAHMOUD;727;37;M
ELIGIO;726;60,6;M
RADOUANE;726;32,3;M
LUKEN;725;7,8;M
TAOUFIK;725;30,6;M
JOSE ABEL;724;41,4;M
LIONEL;724;19,3;M
LUCINIO;722;68,7;M
MIKHAIL;722;35;M
EL MILOUD;721;43;M
SERGIY;721;41;M
ARES;718;7,3;M
CARLOS RAMON;718;43,9;M
ANDRES FRANCISCO;717;44,2;M
JOSE ORIOL;717;50,8;M
CARLOS ANGEL;716;45,4;M
JAVIER MANUEL;716;37,6;M
RAMSES;716;24,3;M
STANISLAV;715;31,8;M
EBRIMA;714;32,5;M
ABDALLAH;711;40,9;M
ALIOU;711;36;M
DIEGO JAVIER;710;32,2;M
YUSEF;709;18,4;M
FELIPE JOSE;707;42,7;M
IRAITZ;707;14,8;M
FREDDY;706;40,7;M
MARCOS JESUS;706;31,5;M
KHALED;704;34,8;M
RAMON ANGEL;704;52,1;M
ENRIQUE LUIS;703;49,9;M
JAIME MANUEL;703;40,1;M
VINCENZO;703;44,8;M
JORGE JESUS;702;34,5;M
LUIS ROBERTO;702;44,7;M
ABDELOUAHID;701;39,6;M
EL MEHDI;701;26,2;M
HONORATO;701;67,7;M
LIBERTO;700;53,6;M
FRANCIS;699;40,6;M
MAROUANE;699;17,8;M
GUIDO;698;38,2;M
MANUEL EDUARDO;698;43,4;M
OLIVIER;698;30,9;M
FLAVIO;696;31,2;M
JESUS ALEJANDRO;696;33,6;M
PETAR;695;37,7;M
PAULO JORGE;693;39,8;M
FRANCISCO IGNACIO;692;45;M
ALBERTO LUIS;690;44,2;M
CARLOS RAFAEL;690;40,2;M
EDUARDO LUIS;690;43,6;M
OSCAR ALBERTO;690;41,8;M
MARCOS MANUEL;689;35,2;M
PABLO ALBERTO;689;36;M
BABACAR;688;34,7;M
DANILO;688;35,3;M
JOSE GERMAN;688;46,9;M
ULPIANO;688;65,7;M
ARNALDO;687;52,2;M
EMILIO JAVIER;687;40,5;M
MIROSLAV;687;36,3;M
MOKHTAR;687;45,6;M
SOTERO;687;65,6;M
ANGEL RAFAEL;686;43,7;M
LOPE;686;51,8;M
RIDA;686;13;M
LUIS PEDRO;685;48,3;M
SERGIU;685;32,5;M
ZOILO;685;59,4;M
DIEGO ARMANDO;684;24,8;M
VICTOR LUIS;684;43,4;M
WEI;684;31,1;M
ABDELOUAHED;683;40,2;M
FRANCISCO PEDRO;683;50;M
JESUS RAFAEL;683;44,1;M
LEONEL;683;24,3;M
PEDRO ALEJANDRO;683;34,8;M
ZAID;683;15,8;M
EUTIQUIO;682;71,4;M
MANUEL SANTIAGO;682;49,2;M
MARCO VINICIO;682;37,3;M
JORGE IVAN;680;37;M
SANTIAGO JESUS;680;39,3;M
